"";"Sexo";"Comunidades.y.Ciudades.Autónomas";"Edad";"Periodo";"Total"
"332";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2010T1";"2.627,5"
"333";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2009T4";"2.652,1"
"334";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2009T3";"2.674,1"
"335";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2009T2";"2.700,6"
"336";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2009T1";"2.724"
"337";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2008T4";"2.746,7"
"338";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2008T3";"2.764,2"
"339";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2008T2";"2.781,8"
"340";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2008T1";"2.793,7"
"341";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2007T4";"2.805,7"
"342";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2007T3";"2.810,7"
"343";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2007T2";"2.822,1"
"344";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2007T1";"2.829,5"
"345";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2006T4";"2.834,5"
"346";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2006T3";"2.846,3"
"347";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2006T2";"2.863,2"
"348";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2006T1";"2.882,4"
"349";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2005T4";"2.903,8"
"350";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2005T3";"2.927,3"
"351";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2005T2";"2.953,8"
"352";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2005T1";"2.969"
"353";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2004T4";"2.977,9"
"354";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2004T3";"2.988,1"
"355";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2004T2";"3.009,9"
"356";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2004T1";"3.033,8"
"357";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2003T4";"3.058,5"
"358";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2003T3";"3.081,2"
"359";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2003T2";"3.105,9"
"360";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2003T1";"3.127"
"361";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2002T4";"3.142,5"
"362";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2002T3";"3.154,3"
"363";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2002T2";"3.167,6"
"364";"Ambos sexos";"Total Nacional";"De 20 a 24 años";"2002T1";"3.178,9"
"365";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2024T3";"5.481,5"
"366";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2024T2";"5.462,8"
"367";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2024T1";"5.437,2"
"368";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2023T4";"5.418,5"
"369";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2023T3";"5.403,2"
"370";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2023T2";"5.381,6"
"371";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2023T1";"5.353,7"
"372";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2022T4";"5.324,6"
"373";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2022T3";"5.297,7"
"374";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2022T2";"5.268,9"
"375";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2022T1";"5.242,1"
"376";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2021T4";"5.231,9"
"377";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2021T3";"5.235,9"
"378";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2021T2";"5.251,7"
"379";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2021T1";"5.277"
"380";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2020T4";"5.249"
"381";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2020T3";"5.264,5"
"382";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2020T2";"5.279,9"
"383";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2020T1";"5.288,3"
"384";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2019T4";"5.287,8"
"385";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2019T3";"5.288,8"
"386";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2019T2";"5.290,6"
"387";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2019T1";"5.294,1"
"388";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2018T4";"5.297,9"
"389";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2018T3";"5.302,2"
"390";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2018T2";"5.310,1"
"391";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2018T1";"5.319,5"
"392";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2017T4";"5.333,5"
"393";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2017T3";"5.353,1"
"394";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2017T2";"5.379,3"
"395";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2017T1";"5.411,2"
"396";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2016T4";"5.449,8"
"397";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2016T3";"5.495,5"
"398";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2016T2";"5.545,9"
"399";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2016T1";"5.599,2"
"400";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2015T4";"5.656,6"
"401";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2015T3";"5.741,8"
"402";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2015T2";"5.804"
"403";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2015T1";"5.862,9"
"404";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2014T4";"5.919,3"
"405";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2014T3";"5.979,8"
"406";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2014T2";"6.051,2"
"407";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2014T1";"6.116,2"
"408";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2013T4";"6.207,5"
"409";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2013T3";"6.299,9"
"410";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2013T2";"6.403,8"
"411";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2013T1";"6.498,5"
"412";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2012T4";"6.591,8"
"413";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2012T3";"6.678,4"
"414";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2012T2";"6.767,5"
"415";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2012T1";"6.852,2"
"416";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2011T4";"6.934,6"
"417";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2011T3";"7.006"
"418";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2011T2";"7.081"
"419";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2011T1";"7.155,1"
"420";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2010T4";"7.226,4"
"421";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2010T3";"7.291,1"
"422";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2010T2";"7.358,7"
"423";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2010T1";"7.424,8"
"424";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2009T4";"7.487,9"
"425";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2009T3";"7.542,1"
"426";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2009T2";"7.596,9"
"427";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2009T1";"7.647,2"
"428";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2008T4";"7.686,7"
"429";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2008T3";"7.708"
"430";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2008T2";"7.725,6"
"431";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2008T1";"7.735,8"
"432";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2007T4";"7.736,2"
"433";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2007T3";"7.716"
"434";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2007T2";"7.700,8"
"435";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2007T1";"7.681,4"
"436";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2006T4";"7.651,4"
"437";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2006T3";"7.624,2"
"438";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2006T2";"7.605,9"
"439";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2006T1";"7.591,7"
"440";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2005T4";"7.576,4"
"441";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2005T3";"7.553,8"
"442";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2005T2";"7.535,8"
"443";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2005T1";"7.494,8"
"444";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2004T4";"7.443,2"
"445";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2004T3";"7.389,7"
"446";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2004T2";"7.356,2"
"447";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2004T1";"7.325,4"
"448";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2003T4";"7.290"
"449";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2003T3";"7.244,6"
"450";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2003T2";"7.202,4"
"451";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2003T1";"7.155"
"452";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2002T4";"7.106,6"
"453";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2002T3";"7.053,1"
"454";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2002T2";"7.002,6"
"455";"Ambos sexos";"Total Nacional";"De 25 a 34 años";"2002T1";"6.946,7"
"456";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2024T3";"6.600"
"457";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2024T2";"6.628,4"
"458";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2024T1";"6.655,9"
"459";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2023T4";"6.689,7"
"460";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2023T3";"6.725,1"
"461";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2023T2";"6.755,1"
"462";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2023T1";"6.781,4"
"463";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2022T4";"6.809,6"
"464";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2022T3";"6.839,8"
"465";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2022T2";"6.866,3"
"466";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2022T1";"6.895,5"
"467";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2021T4";"6.939,7"
"468";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2021T3";"6.992,4"
"469";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2021T2";"7.049,8"
"470";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2021T1";"7.113,2"
"471";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2020T4";"7.075,4"
"472";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2020T3";"7.128,5"
"473";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2020T2";"7.180,6"
"474";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2020T1";"7.228,9"
"475";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2019T4";"7.269"
"476";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2019T3";"7.304,8"
"477";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2019T2";"7.337,9"
"478";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2019T1";"7.373,5"
"479";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2018T4";"7.406,2"
"480";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2018T3";"7.432,7"
"481";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2018T2";"7.462,4"
"482";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2018T1";"7.495,8"
"483";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2017T4";"7.524"
"484";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2017T3";"7.547,6"
"485";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2017T2";"7.576,4"
"486";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2017T1";"7.609,5"
"487";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2016T4";"7.637,7"
"488";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2016T3";"7.660,9"
"489";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2016T2";"7.687,6"
"490";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2016T1";"7.716,8"
"491";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2015T4";"7.740,3"
"492";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2015T3";"7.759,4"
"493";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2015T2";"7.779,9"
"494";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2015T1";"7.798"
"495";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2014T4";"7.811,8"
"496";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2014T3";"7.820,2"
"497";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2014T2";"7.830,4"
"498";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2014T1";"7.824,2"
"499";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2013T4";"7.844,8"
"500";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2013T3";"7.861,5"
"501";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2013T2";"7.881,2"
"502";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2013T1";"7.890,4"
"503";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2012T4";"7.896,9"
"504";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2012T3";"7.899,7"
"505";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2012T2";"7.901,5"
"506";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2012T1";"7.900,7"
"507";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2011T4";"7.893,9"
"508";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2011T3";"7.874,1"
"509";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2011T2";"7.853,3"
"510";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2011T1";"7.831,4"
"511";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2010T4";"7.811,2"
"512";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2010T3";"7.789,5"
"513";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2010T2";"7.767,3"
"514";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2010T1";"7.744,8"
"515";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2009T4";"7.725,4"
"516";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2009T3";"7.705,8"
"517";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2009T2";"7.685,8"
"518";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2009T1";"7.663,7"
"519";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2008T4";"7.637,3"
"520";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2008T3";"7.603,1"
"521";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2008T2";"7.565,9"
"522";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2008T1";"7.525,5"
"523";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2007T4";"7.480,1"
"524";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2007T3";"7.423,8"
"525";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2007T2";"7.369,2"
"526";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2007T1";"7.314,1"
"527";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2006T4";"7.256,9"
"528";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2006T3";"7.204,1"
"529";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2006T2";"7.155"
"530";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2006T1";"7.108,9"
"531";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2005T4";"7.067,8"
"532";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2005T3";"7.026,7"
"533";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2005T2";"6.987,5"
"534";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2005T1";"6.938,8"
"535";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2004T4";"6.887,3"
"536";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2004T3";"6.835"
"537";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2004T2";"6.791,9"
"538";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2004T1";"6.750,6"
"539";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2003T4";"6.710,1"
"540";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2003T3";"6.665,2"
"541";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2003T2";"6.621,7"
"542";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2003T1";"6.576,8"
"543";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2002T4";"6.530,1"
"544";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2002T3";"6.479,1"
"545";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2002T2";"6.430"
"546";"Ambos sexos";"Total Nacional";"De 35 a 44 años";"2002T1";"6.379,1"
"547";"Ambos sexos";"Total Nacional";"De 45 a 54 años";"2024T3";"7.962,8"
"548";"Ambos sexos";"Total Nacional";"De 45 a 54 años";"2024T2";"7.947,5"
"549";"Ambos sexos";"Total Nacional";"De 45 a 54 años";"2024T1";"7.933,3"
"550";"Ambos sexos";"Total Nacional";"De 45 a 54 años";"2023T4";"7.916,6"
"551";"Ambos sexos";"Total Nacional";"De 45 a 54 años";"2023T3";"7.893,4"
"552";"Ambos sexos";"Total Nacional";"De 45 a 54 años";"2023T2";"7.865,5"
"553";"Ambos sexos";"Total Nacional";"De 45 a 54 años";"2023T1";"7.835,6"
"554";"Ambos sexos";"Total Nacional";"De 45 a 54 años";"2022T4";"7.807,5"
"555";"Ambos sexos";"Total Nacional";"De 45 a 54 años";"2022T3";"7.779,3"
"556";"Ambos sexos";"Total Nacional";"De 45 a 54 años";"2022T2";"7.748,4"
"557";"Ambos sexos";"Total Nacional";"De 45 a 54 años";"2022T1";"7.719,4"
"558";"Ambos sexos";"Total Nacional";"De 45 a 54 años";"2021T4";"7.695"
"559";"Ambos sexos";"Total Nacional";"De 45 a 54 años";"2021T3";"7.670"
"560";"Ambos sexos";"Total Nacional";"De 45 a 54 años";"2021T2";"7.646,8"
"561";"Ambos sexos";"Total Nacional";"De 45 a 54 años";"2021T1";"7.627,5"
"562";"Ambos sexos";"Total Nacional";"De 45 a 54 años";"2020T4";"7.591,2"
"563";"Ambos sexos";"Total Nacional";"De 45 a 54 años";"2020T3";"7.571"
"564";"Ambos sexos";"Total Nacional";"De 45 a 54 años";"2020T2";"7.551,1"
"565";"Ambos sexos";"Total Nacional";"De 45 a 54 años";"2020T1";"7.530,2"
"566";"Ambos sexos";"Total Nacional";"De 45 a 54 años";"2019T4";"7.507,8"
"567";"Ambos sexos";"Total Nacional";"De 45 a 54 años";"2019T3";"7.485,2"
"568";"Ambos sexos";"Total Nacional";"De 45 a 54 años";"2019T2";"7.460,2"
"569";"Ambos sexos";"Total Nacional";"De 45 a 54 años";"2019T1";"7.436,9"
"570";"Ambos sexos";"Total Nacional";"De 45 a 54 años";"2018T4";"7.412,8"
"571";"Ambos sexos";"Total Nacional";"De 45 a 54 años";"2018T3";"7.385,2"
"572";"Ambos sexos";"Total Nacional";"De 45 a 54 años";"2018T2";"7.360,2"
"573";"Ambos sexos";"Total Nacional";"De 45 a 54 años";"2018T1";"7.338,6"
"574";"Ambos sexos";"Total Nacional";"De 45 a 54 años";"2017T4";"7.313,5"
"575";"Ambos sexos";"Total Nacional";"De 45 a 54 años";"2017T3";"7.285,4"
"576";"Ambos sexos";"Total Nacional";"De 45 a 54 años";"2017T2";"7.260,4"
"577";"Ambos sexos";"Total Nacional";"De 45 a 54 años";"2017T1";"7.238,4"
"578";"Ambos sexos";"Total Nacional";"De 45 a 54 años";"2016T4";"7.216,5"
"579";"Ambos sexos";"Total Nacional";"De 45 a 54 años";"2016T3";"7.193,5"
"580";"Ambos sexos";"Total Nacional";"De 45 a 54 años";"2016T2";"7.171,7"
"581";"Ambos sexos";"Total Nacional";"De 45 a 54 años";"2016T1";"7.151,1"
"582";"Ambos sexos";"Total Nacional";"De 45 a 54 años";"2015T4";"7.131,6"
"583";"Ambos sexos";"Total Nacional";"De 45 a 54 años";"2015T3";"7.104,1"
"584";"Ambos sexos";"Total Nacional";"De 45 a 54 años";"2015T2";"7.088,9"
"585";"Ambos sexos";"Total Nacional";"De 45 a 54 años";"2015T1";"7.078"
"586";"Ambos sexos";"Total Nacional";"De 45 a 54 años";"2014T4";"7.062,7"
"587";"Ambos sexos";"Total Nacional";"De 45 a 54 años";"2014T3";"7.043,2"
"588";"Ambos sexos";"Total Nacional";"De 45 a 54 años";"2014T2";"7.022,5"
"589";"Ambos sexos";"Total Nacional";"De 45 a 54 años";"2014T1";"6.992,7"
"590";"Ambos sexos";"Total Nacional";"De 45 a 54 años";"2013T4";"6.978,5"
"591";"Ambos sexos";"Total Nacional";"De 45 a 54 años";"2013T3";"6.964,6"
"592";"Ambos sexos";"Total Nacional";"De 45 a 54 años";"2013T2";"6.951,3"
"593";"Ambos sexos";"Total Nacional";"De 45 a 54 años";"2013T1";"6.933,5"
"594";"Ambos sexos";"Total Nacional";"De 45 a 54 años";"2012T4";"6.912,4"
"595";"Ambos sexos";"Total Nacional";"De 45 a 54 años";"2012T3";"6.886,9"
"596";"Ambos sexos";"Total Nacional";"De 45 a 54 años";"2012T2";"6.861"
"597";"Ambos sexos";"Total Nacional";"De 45 a 54 años";"2012T1";"6.834,1"
"598";"Ambos sexos";"Total Nacional";"De 45 a 54 años";"2011T4";"6.804"
"599";"Ambos sexos";"Total Nacional";"De 45 a 54 años";"2011T3";"6.765,5"
"600";"Ambos sexos";"Total Nacional";"De 45 a 54 años";"2011T2";"6.726,2"
"601";"Ambos sexos";"Total Nacional";"De 45 a 54 años";"2011T1";"6.687,3"
"602";"Ambos sexos";"Total Nacional";"De 45 a 54 años";"2010T4";"6.648,2"
"603";"Ambos sexos";"Total Nacional";"De 45 a 54 años";"2010T3";"6.606,6"
"604";"Ambos sexos";"Total Nacional";"De 45 a 54 años";"2010T2";"6.564,9"
"605";"Ambos sexos";"Total Nacional";"De 45 a 54 años";"2010T1";"6.523,8"
"606";"Ambos sexos";"Total Nacional";"De 45 a 54 años";"2009T4";"6.478,8"
"607";"Ambos sexos";"Total Nacional";"De 45 a 54 años";"2009T3";"6.428,2"
"608";"Ambos sexos";"Total Nacional";"De 45 a 54 años";"2009T2";"6.377,7"
"609";"Ambos sexos";"Total Nacional";"De 45 a 54 años";"2009T1";"6.326,9"
"610";"Ambos sexos";"Total Nacional";"De 45 a 54 años";"2008T4";"6.279,8"
"611";"Ambos sexos";"Total Nacional";"De 45 a 54 años";"2008T3";"6.234,2"
"612";"Ambos sexos";"Total Nacional";"De 45 a 54 años";"2008T2";"6.187,3"
"613";"Ambos sexos";"Total Nacional";"De 45 a 54 años";"2008T1";"6.139"
"614";"Ambos sexos";"Total Nacional";"De 45 a 54 años";"2007T4";"6.092,1"
"615";"Ambos sexos";"Total Nacional";"De 45 a 54 años";"2007T3";"6.043,5"
"616";"Ambos sexos";"Total Nacional";"De 45 a 54 años";"2007T2";"5.995,2"
"617";"Ambos sexos";"Total Nacional";"De 45 a 54 años";"2007T1";"5.946,7"
"618";"Ambos sexos";"Total Nacional";"De 45 a 54 años";"2006T4";"5.895,5"
